example_id,movie_name,conversation_id,utterance_id,speaker_name,listener_name,context_6_turns,current_text,final_power_dynamic,final_respect_level,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level
gladiator__conv_L243048__utt_L243054,gladiator,L243048,L243054,NARCISSUS,QUINTUS,"1. NARCISSUS: You brought the army into Rome.
2. QUINTUS to NARCISSUS: I was summoned.
3. NARCISSUS to QUINTUS: It's your job as a Roman officer to disobey such a summons.
4. QUINTUS to NARCISSUS: It's my job to keep my job.  And that, by the way, is now head of Praetorian Guard.  Good ole Tribuus has been retired.
5. NARCISSUS to QUINTUS: Quintus, you've got at least a division with you -- we could take Rome away from Commodus and give it back to the Senate!
6. QUINTUS to NARCISSUS: You seem to be doing a great job of it single-hand!  Narcissus, the Republic is dead.  You think those Senators could govern?  For the last hundred and fifty years they've worked hard at kissing an endless succession of Imperial asses!",Then give the empire back to the people... the children who will grow up to become senators...,,,roughly_equal_power,listener_higher_power,neutral_respect,neutral_respect
gladiator__conv_L243048__utt_L243055,gladiator,L243048,L243055,QUINTUS,NARCISSUS,"1. QUINTUS to NARCISSUS: I was summoned.
2. NARCISSUS to QUINTUS: It's your job as a Roman officer to disobey such a summons.
3. QUINTUS to NARCISSUS: It's my job to keep my job.  And that, by the way, is now head of Praetorian Guard.  Good ole Tribuus has been retired.
4. NARCISSUS to QUINTUS: Quintus, you've got at least a division with you -- we could take Rome away from Commodus and give it back to the Senate!
5. QUINTUS to NARCISSUS: You seem to be doing a great job of it single-hand!  Narcissus, the Republic is dead.  You think those Senators could govern?  For the last hundred and fifty years they've worked hard at kissing an endless succession of Imperial asses!
6. NARCISSUS to QUINTUS: Then give the empire back to the people... the children who will grow up to become senators...","The 'people'?, listen to the people, they know what they want:  A government that gives them what they need and doesn't bother them with messy thoughts of issues.  You know, messy... thinking.  They want a dictator!  As far as the children, there is only one thing that every Roman child dreams of:  being you! A famous gladiator!",,,roughly_equal_power,speaker_higher_power,low_respect,low_respect
gladiator__conv_L243067__utt_L243067,gladiator,L243067,L243067,QUINTUS,,,"What are you fighting for in here? The good of Rome?  I can end this madness now!  Take the job for the sake of the Gods, live!",,,speaker_higher_power,speaker_higher_power,high_respect,neutral_respect
gladiator__conv_L243067__utt_L243068,gladiator,L243067,L243068,NARCISSUS,QUINTUS,"1. QUINTUS: What are you fighting for in here? The good of Rome?  I can end this madness now!  Take the job for the sake of the Gods, live!",Can you stop that slaughter?!  Can you free these men?,listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
gladiator__conv_L243072__utt_L243072,gladiator,L243072,L243072,COMMODUS,,,This is the only place in Rome where I thought -- I believed -- I was wholly in power.,,,unclear,unclear,neutral_respect,unclear
gladiator__conv_L243072__utt_L243073,gladiator,L243072,L243073,QUINTUS,COMMODUS,1. COMMODUS: This is the only place in Rome where I thought -- I believed -- I was wholly in power.,"Narcissus will never support you, Caesar, he has too much of a philosophical temperament.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
gladiator__conv_L243074__utt_L243074,gladiator,L243074,L243074,COMMODUS,,,Damn him!  I should have killed him on the front -- I let you talk me out of that.,,,listener_higher_power,speaker_higher_power,low_respect,low_respect
gladiator__conv_L243074__utt_L243075,gladiator,L243074,L243075,LUCILLA,COMMODUS,1. COMMODUS: Damn him!  I should have killed him on the front -- I let you talk me out of that.,You would have had a full scale revolt on your hands.,listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
gladiator__conv_L243074__utt_L243076,gladiator,L243074,L243076,COMMODUS,LUCILLA,"1. COMMODUS: Damn him!  I should have killed him on the front -- I let you talk me out of that.
2. LUCILLA to COMMODUS: You would have had a full scale revolt on your hands.",What have I got now?  It's exactly as if there were two emperors. Because of this the people have two minds.  He is their champion.,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
gladiator__conv_L243077__utt_L243077,gladiator,L243077,L243077,QUINTUS,,,It's because he comes off as the underdog.,,,unclear,unclear,neutral_respect,neutral_respect
gladiator__conv_L243077__utt_L243078,gladiator,L243077,L243078,COMMODUS,QUINTUS,1. QUINTUS: It's because he comes off as the underdog.,"Underdog!  How can he be an underdog -- he wins all the time!  I'm the emperor why can't I kill him?  He could be poisoned, or somehow killed to look like an accident.",,,speaker_higher_power,speaker_higher_power,low_respect,neutral_respect
gladiator__conv_L243077__utt_L243079,gladiator,L243077,L243079,QUINTUS,COMMODUS,"1. QUINTUS: It's because he comes off as the underdog.
2. COMMODUS to QUINTUS: Underdog!  How can he be an underdog -- he wins all the time!  I'm the emperor why can't I kill him?  He could be poisoned, or somehow killed to look like an accident.","You don't want to kill him.  If anything happens to him now you will be blamed... and he knows it. Besides, that gladiator school is a fortress.  It would take the army to break in there.  What you want is to... offer him the wooden sword. If he takes it, he's no longer the champion of the people, is he?  He's gone.  And you are a hero for awarding it.",listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
gladiator__conv_L243096__utt_L243096,gladiator,L243096,L243096,PROXIMO,,,"Let's talk about this later.  Right now we have other things to settle. You and your family will be leaving with a supply ship returning in the morning to Ostia.  From there, Caesar has decreed you be given an estate in Paestum.  It's beautiful; an old Greek town right on the ocean.  Rich soil.  Perhaps we could keep our financial arrangements... although Caesar will give you a sort of pension it's always good to look to the future, keep your hand in the arena... so to speak.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
gladiator__conv_L243096__utt_L243097,gladiator,L243096,L243097,NARCISSUS,PROXIMO,"1. PROXIMO: Let's talk about this later.  Right now we have other things to settle. You and your family will be leaving with a supply ship returning in the morning to Ostia.  From there, Caesar has decreed you be given an estate in Paestum.  It's beautiful; an old Greek town right on the ocean.  Rich soil.  Perhaps we could keep our financial arrangements... although Caesar will give you a sort of pension it's always good to look to the future, keep your hand in the arena... so to speak.",I want nothing to do with the arena.,,,listener_higher_power,speaker_higher_power,neutral_respect,neutral_respect
gladiator__conv_L243096__utt_L243098,gladiator,L243096,L243098,PROXIMO,NARCISSUS,"1. PROXIMO: Let's talk about this later.  Right now we have other things to settle. You and your family will be leaving with a supply ship returning in the morning to Ostia.  From there, Caesar has decreed you be given an estate in Paestum.  It's beautiful; an old Greek town right on the ocean.  Rich soil.  Perhaps we could keep our financial arrangements... although Caesar will give you a sort of pension it's always good to look to the future, keep your hand in the arena... so to speak.
2. NARCISSUS to PROXIMO: I want nothing to do with the arena.","Something else, then.  Do the chariot races interest you?",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
gladiator__conv_L243116__utt_L243116,gladiator,L243116,L243116,NARCISSUS,,,Commodus must hate you.  Free your gladiators and come with us.,,,unclear,unclear,neutral_respect,neutral_respect
gladiator__conv_L243116__utt_L243117,gladiator,L243116,L243117,PROXIMO,NARCISSUS,1. NARCISSUS: Commodus must hate you.  Free your gladiators and come with us.,"Are you mad?  With all this unrest the Colosseum will be open day and night!  Anyway, I'm not political, I'm in the entertainment business.",,,roughly_equal_power,roughly_equal_power,low_respect,neutral_respect
gladiator__conv_L243119__utt_L243119,gladiator,L243119,L243119,NARCISSUS,,,"When you get to Ostia, use this -- bribe passage to Africa or Spain. Save my family.  You should be able to find a merchant ship that will take you to Egypt then to Numidia.",,,unclear,speaker_higher_power,high_respect,neutral_respect
gladiator__conv_L243119__utt_L243120,gladiator,L243119,L243120,SELENE,NARCISSUS,"1. NARCISSUS: When you get to Ostia, use this -- bribe passage to Africa or Spain. Save my family.  You should be able to find a merchant ship that will take you to Egypt then to Numidia.",No!,,,roughly_equal_power,roughly_equal_power,low_respect,neutral_respect
gladiator__conv_L243121__utt_L243121,gladiator,L243121,L243121,SELENE,,,You're not going!  You have to stay with us!,,,roughly_equal_power,unclear,neutral_respect,neutral_respect
gladiator__conv_L243121__utt_L243122,gladiator,L243121,L243122,NARCISSUS,SELENE,1. SELENE: You're not going!  You have to stay with us!,How long do you think Commodus will let us live once he's in power?  A month?  Half a year?  Paestum will be a prison where he'll hold us until it's time...,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
gladiator__conv_L243121__utt_L243123,gladiator,L243121,L243123,SELENE,NARCISSUS,"1. SELENE: You're not going!  You have to stay with us!
2. NARCISSUS to SELENE: How long do you think Commodus will let us live once he's in power?  A month?  Half a year?  Paestum will be a prison where he'll hold us until it's time...",Narcissus!,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
gladiator__conv_L243121__utt_L243124,gladiator,L243121,L243124,NARCISSUS,SELENE,"1. SELENE: You're not going!  You have to stay with us!
2. NARCISSUS to SELENE: How long do you think Commodus will let us live once he's in power?  A month?  Half a year?  Paestum will be a prison where he'll hold us until it's time...
3. SELENE to NARCISSUS: Narcissus!",Do you want to see Themis and Manto butchered?  If I die fighting Commodus he won't care about you. If I live I'll come and get you.,,,speaker_higher_power,roughly_equal_power,neutral_respect,neutral_respect
gladiator__conv_L243121__utt_L243125,gladiator,L243121,L243125,SELENE,NARCISSUS,"1. SELENE: You're not going!  You have to stay with us!
2. NARCISSUS to SELENE: How long do you think Commodus will let us live once he's in power?  A month?  Half a year?  Paestum will be a prison where he'll hold us until it's time...
3. SELENE to NARCISSUS: Narcissus!
4. NARCISSUS to SELENE: Do you want to see Themis and Manto butchered?  If I die fighting Commodus he won't care about you. If I live I'll come and get you.",I don't want you to die!,,,roughly_equal_power,roughly_equal_power,high_respect,neutral_respect
gladiator__conv_L243126__utt_L243126,gladiator,L243126,L243126,NARCISSUS,,,I'll never die.  You tell the girls that.  You honor our ancestors and I'll be there.  Every night.  At the table of life.,,,unclear,unclear,neutral_respect,neutral_respect
gladiator__conv_L243126__utt_L243127,gladiator,L243126,L243127,SELENE,NARCISSUS,1. NARCISSUS: I'll never die.  You tell the girls that.  You honor our ancestors and I'll be there.  Every night.  At the table of life.,Your daughters need more than some vapors; they need you!,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
gladiator__conv_L243126__utt_L243128,gladiator,L243126,L243128,NARCISSUS,SELENE,"1. NARCISSUS: I'll never die.  You tell the girls that.  You honor our ancestors and I'll be there.  Every night.  At the table of life.
2. SELENE to NARCISSUS: Your daughters need more than some vapors; they need you!","They'll have me.  Teach them.  Don't let them become like these ignorant heaps of citizens without history, without philosophy, without meaning. Teach them of the Greeks, the Babylonians, the Hebrews, the Numidians, the Egyptians and the great Romans.  Teach them, who we are!",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
gladiator__conv_L243126__utt_L243129,gladiator,L243126,L243129,SELENE,NARCISSUS,"1. NARCISSUS: I'll never die.  You tell the girls that.  You honor our ancestors and I'll be there.  Every night.  At the table of life.
2. SELENE to NARCISSUS: Your daughters need more than some vapors; they need you!
3. NARCISSUS to SELENE: They'll have me.  Teach them.  Don't let them become like these ignorant heaps of citizens without history, without philosophy, without meaning. Teach them of the Greeks, the Babylonians, the Hebrews, the Numidians, the Egyptians and the great Romans.  Teach them, who we are!",You teach them!,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
gladiator__conv_L243126__utt_L243130,gladiator,L243126,L243130,NARCISSUS,SELENE,"1. NARCISSUS: I'll never die.  You tell the girls that.  You honor our ancestors and I'll be there.  Every night.  At the table of life.
2. SELENE to NARCISSUS: Your daughters need more than some vapors; they need you!
3. NARCISSUS to SELENE: They'll have me.  Teach them.  Don't let them become like these ignorant heaps of citizens without history, without philosophy, without meaning. Teach them of the Greeks, the Babylonians, the Hebrews, the Numidians, the Egyptians and the great Romans.  Teach them, who we are!
4. SELENE to NARCISSUS: You teach them!",That's what I'm going to do.  That's what I'm going to do...,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396374__utt_L396374,mrs brown,L396374,L396374,PONSONBY,,,"A fine choice, sir.",,,unclear,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396374__utt_L396375,mrs brown,L396374,L396375,JENNER,PONSONBY,"1. PONSONBY: A fine choice, sir.",Excellent!,,,roughly_equal_power,speaker_higher_power,high_respect,neutral_respect
mrs brown__conv_L396379__utt_L396379,mrs brown,L396379,L396379,LADY ELY,,,"The Royal Family and senior members of the household, ma'am.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396379__utt_L396380,mrs brown,L396379,L396380,VICTORIA,LADY ELY,"1. LADY ELY: The Royal Family and senior members of the household, ma'am.",Just them?,,,listener_higher_power,speaker_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396379__utt_L396381,mrs brown,L396379,L396381,LADY ELY,VICTORIA,"1. LADY ELY: The Royal Family and senior members of the household, ma'am.
2. VICTORIA to LADY ELY: Just them?","Yes, ma'am.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396382__utt_L396382,mrs brown,L396382,L396382,JENNER,,,"We're expecting Brown this afternoon, ma'am.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396382__utt_L396383,mrs brown,L396382,L396383,VICTORIA,JENNER,"1. JENNER: We're expecting Brown this afternoon, ma'am.",Whom?,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396384__utt_L396384,mrs brown,L396384,L396384,VICTORIA,,,"That's a very pretty shawl you are wearing, Alex.  Silk suits you well.  But you are not eating enough.  One must not let vanity overrule one's appetite.",,,roughly_equal_power,speaker_higher_power,high_respect,neutral_respect
mrs brown__conv_L396384__utt_L396385,mrs brown,L396384,L396385,PRINCESS ALEXANDRA,VICTORIA,"1. VICTORIA: That's a very pretty shawl you are wearing, Alex.  Silk suits you well.  But you are not eating enough.  One must not let vanity overrule one's appetite.","Yes, ma'am.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396387__utt_L396387,mrs brown,L396387,L396387,PONSONBY,,,"Her Majesty's routine at Osborne House is not as you will remember it.  The Household remains in full mourning and no-one is permitted to raise their voice under any circumstances whatsoever.  As for the Queen's routine, she breakfasts at nine thirty, lunches at two,takes tea at five thirty and dinner at eight forty five.  No one is allowed to leave the building while the Queen is at home. On the rare occasions when she is out, you may ask permission to leave, but only with my consent. You're to be ready to walk the pony at any time after ten o'clock.  You'll clean her outdoor things and do any odd jobs as and when she requires.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396387__utt_L396388,mrs brown,L396387,L396388,BROWN,PONSONBY,"1. PONSONBY: Her Majesty's routine at Osborne House is not as you will remember it.  The Household remains in full mourning and no-one is permitted to raise their voice under any circumstances whatsoever.  As for the Queen's routine, she breakfasts at nine thirty, lunches at two,takes tea at five thirty and dinner at eight forty five.  No one is allowed to leave the building while the Queen is at home. On the rare occasions when she is out, you may ask permission to leave, but only with my consent. You're to be ready to walk the pony at any time after ten o'clock.  You'll clean her outdoor things and do any odd jobs as and when she requires.",How will I know?,listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396387__utt_L396389,mrs brown,L396387,L396389,PONSONBY,BROWN,"1. PONSONBY: Her Majesty's routine at Osborne House is not as you will remember it.  The Household remains in full mourning and no-one is permitted to raise their voice under any circumstances whatsoever.  As for the Queen's routine, she breakfasts at nine thirty, lunches at two,takes tea at five thirty and dinner at eight forty five.  No one is allowed to leave the building while the Queen is at home. On the rare occasions when she is out, you may ask permission to leave, but only with my consent. You're to be ready to walk the pony at any time after ten o'clock.  You'll clean her outdoor things and do any odd jobs as and when she requires.
2. BROWN to PONSONBY: How will I know?",I'm sorry?,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396387__utt_L396390,mrs brown,L396387,L396390,BROWN,PONSONBY,"1. PONSONBY: Her Majesty's routine at Osborne House is not as you will remember it.  The Household remains in full mourning and no-one is permitted to raise their voice under any circumstances whatsoever.  As for the Queen's routine, she breakfasts at nine thirty, lunches at two,takes tea at five thirty and dinner at eight forty five.  No one is allowed to leave the building while the Queen is at home. On the rare occasions when she is out, you may ask permission to leave, but only with my consent. You're to be ready to walk the pony at any time after ten o'clock.  You'll clean her outdoor things and do any odd jobs as and when she requires.
2. BROWN to PONSONBY: How will I know?
3. PONSONBY to BROWN: I'm sorry?",How will I know what she requires?,listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396387__utt_L396391,mrs brown,L396387,L396391,PONSONBY,BROWN,"1. PONSONBY: Her Majesty's routine at Osborne House is not as you will remember it.  The Household remains in full mourning and no-one is permitted to raise their voice under any circumstances whatsoever.  As for the Queen's routine, she breakfasts at nine thirty, lunches at two,takes tea at five thirty and dinner at eight forty five.  No one is allowed to leave the building while the Queen is at home. On the rare occasions when she is out, you may ask permission to leave, but only with my consent. You're to be ready to walk the pony at any time after ten o'clock.  You'll clean her outdoor things and do any odd jobs as and when she requires.
2. BROWN to PONSONBY: How will I know?
3. PONSONBY to BROWN: I'm sorry?
4. BROWN to PONSONBY: How will I know what she requires?",You'll be sent a message.,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396387__utt_L396392,mrs brown,L396387,L396392,BROWN,PONSONBY,"1. PONSONBY: Her Majesty's routine at Osborne House is not as you will remember it.  The Household remains in full mourning and no-one is permitted to raise their voice under any circumstances whatsoever.  As for the Queen's routine, she breakfasts at nine thirty, lunches at two,takes tea at five thirty and dinner at eight forty five.  No one is allowed to leave the building while the Queen is at home. On the rare occasions when she is out, you may ask permission to leave, but only with my consent. You're to be ready to walk the pony at any time after ten o'clock.  You'll clean her outdoor things and do any odd jobs as and when she requires.
2. BROWN to PONSONBY: How will I know?
3. PONSONBY to BROWN: I'm sorry?
4. BROWN to PONSONBY: How will I know what she requires?
5. PONSONBY to BROWN: You'll be sent a message.",Who'll bring it to me?,listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396387__utt_L396393,mrs brown,L396387,L396393,PONSONBY,BROWN,"1. PONSONBY: Her Majesty's routine at Osborne House is not as you will remember it.  The Household remains in full mourning and no-one is permitted to raise their voice under any circumstances whatsoever.  As for the Queen's routine, she breakfasts at nine thirty, lunches at two,takes tea at five thirty and dinner at eight forty five.  No one is allowed to leave the building while the Queen is at home. On the rare occasions when she is out, you may ask permission to leave, but only with my consent. You're to be ready to walk the pony at any time after ten o'clock.  You'll clean her outdoor things and do any odd jobs as and when she requires.
2. BROWN to PONSONBY: How will I know?
3. PONSONBY to BROWN: I'm sorry?
4. BROWN to PONSONBY: How will I know what she requires?
5. PONSONBY to BROWN: You'll be sent a message.
6. BROWN to PONSONBY: Who'll bring it to me?",Her Highness' Equerry.,,,speaker_higher_power,speaker_higher_power,high_respect,neutral_respect
mrs brown__conv_L396387__utt_L396394,mrs brown,L396387,L396394,BROWN,PONSONBY,"1. BROWN to PONSONBY: How will I know?
2. PONSONBY to BROWN: I'm sorry?
3. BROWN to PONSONBY: How will I know what she requires?
4. PONSONBY to BROWN: You'll be sent a message.
5. BROWN to PONSONBY: Who'll bring it to me?
6. PONSONBY to BROWN: Her Highness' Equerry.",I need a man who knows where I am.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396387__utt_L396395,mrs brown,L396387,L396395,PONSONBY,BROWN,"1. PONSONBY to BROWN: I'm sorry?
2. BROWN to PONSONBY: How will I know what she requires?
3. PONSONBY to BROWN: You'll be sent a message.
4. BROWN to PONSONBY: Who'll bring it to me?
5. PONSONBY to BROWN: Her Highness' Equerry.
6. BROWN to PONSONBY: I need a man who knows where I am.",I'm sure it won't be difficult to find you.,,,speaker_higher_power,speaker_higher_power,low_respect,neutral_respect
mrs brown__conv_L396387__utt_L396396,mrs brown,L396387,L396396,BROWN,PONSONBY,"1. BROWN to PONSONBY: How will I know what she requires?
2. PONSONBY to BROWN: You'll be sent a message.
3. BROWN to PONSONBY: Who'll bring it to me?
4. PONSONBY to BROWN: Her Highness' Equerry.
5. BROWN to PONSONBY: I need a man who knows where I am.
6. PONSONBY to BROWN: I'm sure it won't be difficult to find you.",That's not good enough.,speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect
mrs brown__conv_L396397__utt_L396397,mrs brown,L396397,L396397,PONSONBY,,,Then we'll have to see what can be arranged.,,,unclear,unclear,neutral_respect,neutral_respect
mrs brown__conv_L396397__utt_L396398,mrs brown,L396397,L396398,BROWN,PONSONBY,1. PONSONBY: Then we'll have to see what can be arranged.,"Aye, do.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
mrs brown__conv_L396399__utt_L396399,mrs brown,L396399,L396399,PONSONBY,,,There is to be no communication with other members of the household on matters concerning the court except through myself or one of the Equerries.  No plans must be altered unless you are given prior authority by myself or a senior member of the household.,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396399__utt_L396400,mrs brown,L396399,L396400,BROWN,PONSONBY,1. PONSONBY: There is to be no communication with other members of the household on matters concerning the court except through myself or one of the Equerries.  No plans must be altered unless you are given prior authority by myself or a senior member of the household.,I came down at the Queen's request. I'll take my orders from her.,,,speaker_higher_power,roughly_equal_power,low_respect,low_respect
mrs brown__conv_L396399__utt_L396401,mrs brown,L396399,L396401,PONSONBY,BROWN,"1. PONSONBY: There is to be no communication with other members of the household on matters concerning the court except through myself or one of the Equerries.  No plans must be altered unless you are given prior authority by myself or a senior member of the household.
2. BROWN to PONSONBY: I came down at the Queen's request. I'll take my orders from her.","In matters concerning the Household, I act on her behalf.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396402__utt_L396402,mrs brown,L396402,L396402,BROWN,,,Do you?,,,unclear,unclear,unclear,unclear
mrs brown__conv_L396402__utt_L396403,mrs brown,L396402,L396403,PONSONBY,BROWN,1. BROWN: Do you?,Yes.  I do.,,,roughly_equal_power,unclear,neutral_respect,neutral_respect
mrs brown__conv_L396407__utt_L396407,mrs brown,L396407,L396407,VICTORIA,,,Mr Brown.,,,unclear,speaker_higher_power,high_respect,neutral_respect
mrs brown__conv_L396407__utt_L396408,mrs brown,L396407,L396408,BROWN,VICTORIA,1. VICTORIA: Mr Brown.,Ma'am.,,,roughly_equal_power,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396407__utt_L396409,mrs brown,L396407,L396409,VICTORIA,BROWN,"1. VICTORIA: Mr Brown.
2. BROWN to VICTORIA: Ma'am.",You are here safely.,,,roughly_equal_power,speaker_higher_power,high_respect,neutral_respect
mrs brown__conv_L396407__utt_L396410,mrs brown,L396407,L396410,BROWN,VICTORIA,"1. VICTORIA: Mr Brown.
2. BROWN to VICTORIA: Ma'am.
3. VICTORIA to BROWN: You are here safely.","Aye, ma'am.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396407__utt_L396411,mrs brown,L396407,L396411,VICTORIA,BROWN,"1. VICTORIA: Mr Brown.
2. BROWN to VICTORIA: Ma'am.
3. VICTORIA to BROWN: You are here safely.
4. BROWN to VICTORIA: Aye, ma'am.",You are well?,,,speaker_higher_power,speaker_higher_power,high_respect,neutral_respect
mrs brown__conv_L396407__utt_L396412,mrs brown,L396407,L396412,BROWN,VICTORIA,"1. VICTORIA: Mr Brown.
2. BROWN to VICTORIA: Ma'am.
3. VICTORIA to BROWN: You are here safely.
4. BROWN to VICTORIA: Aye, ma'am.
5. VICTORIA to BROWN: You are well?",I am.,,,roughly_equal_power,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396407__utt_L396413,mrs brown,L396407,L396413,VICTORIA,BROWN,"1. VICTORIA: Mr Brown.
2. BROWN to VICTORIA: Ma'am.
3. VICTORIA to BROWN: You are here safely.
4. BROWN to VICTORIA: Aye, ma'am.
5. VICTORIA to BROWN: You are well?
6. BROWN to VICTORIA: I am.",And the pony?,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396407__utt_L396414,mrs brown,L396407,L396414,BROWN,VICTORIA,"1. BROWN to VICTORIA: Ma'am.
2. VICTORIA to BROWN: You are here safely.
3. BROWN to VICTORIA: Aye, ma'am.
4. VICTORIA to BROWN: You are well?
5. BROWN to VICTORIA: I am.
6. VICTORIA to BROWN: And the pony?","She's well, too.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396415__utt_L396415,mrs brown,L396415,L396415,VICTORIA,,,Your family sent cards.  It was much appreciated.,,,unclear,speaker_higher_power,high_respect,high_respect
mrs brown__conv_L396415__utt_L396416,mrs brown,L396415,L396416,BROWN,VICTORIA,1. VICTORIA: Your family sent cards.  It was much appreciated.,I'm glad of it.,,,roughly_equal_power,listener_higher_power,neutral_respect,neutral_respect
mrs brown__conv_L396417__utt_L396417,mrs brown,L396417,L396417,VICTORIA,,,"My husband was always very complimentary in speaking of you.  He would have approved, I am sure, of my calling on you in this way.  I trust it does not inconvenience you too much.",,,listener_higher_power,speaker_higher_power,high_respect,high_respect
mrs brown__conv_L396417__utt_L396418,mrs brown,L396417,L396418,BROWN,VICTORIA,"1. VICTORIA: My husband was always very complimentary in speaking of you.  He would have approved, I am sure, of my calling on you in this way.  I trust it does not inconvenience you too much.","I've no family, ma'am, apart from my brothers and sisters.",,,roughly_equal_power,listener_higher_power,high_respect,high_respect
mrs brown__conv_L396417__utt_L396419,mrs brown,L396417,L396419,VICTORIA,BROWN,"1. VICTORIA: My husband was always very complimentary in speaking of you.  He would have approved, I am sure, of my calling on you in this way.  I trust it does not inconvenience you too much.
2. BROWN to VICTORIA: I've no family, ma'am, apart from my brothers and sisters.","Yes.  You have a brother in service here, do you not?  I forget his name.",speaker_higher_power,high_respect,speaker_higher_power,speaker_higher_power,high_respect,high_respect
mrs brown__conv_L396417__utt_L396420,mrs brown,L396417,L396420,BROWN,VICTORIA,"1. VICTORIA: My husband was always very complimentary in speaking of you.  He would have approved, I am sure, of my calling on you in this way.  I trust it does not inconvenience you too much.
2. BROWN to VICTORIA: I've no family, ma'am, apart from my brothers and sisters.
3. VICTORIA to BROWN: Yes.  You have a brother in service here, do you not?  I forget his name.",Archie.,,,listener_higher_power,listener_higher_power,high_respect,neutral_respect
mrs brown__conv_L396417__utt_L396421,mrs brown,L396417,L396421,VICTORIA,BROWN,"1. VICTORIA: My husband was always very complimentary in speaking of you.  He would have approved, I am sure, of my calling on you in this way.  I trust it does not inconvenience you too much.
2. BROWN to VICTORIA: I've no family, ma'am, apart from my brothers and sisters.
3. VICTORIA to BROWN: Yes.  You have a brother in service here, do you not?  I forget his name.
4. BROWN to VICTORIA: Archie.",Yes.  That will be company for you.,speaker_higher_power,high_respect,speaker_higher_power,speaker_higher_power,high_respect,high_respect
